,Media Source,Compound,Positive,Negative,Neutral,Date,Tweets Ago,Tweet
22,@CBS,0.508,0.12,0.88,0.0,Mon Mar 26 22:14:25 +0000 2018,23,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
23,@CBS,0.0,0.0,1.0,0.0,Mon Mar 26 20:42:48 +0000 2018,24,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
24,@CBS,0.7959,0.214,0.786,0.0,Mon Mar 26 16:59:19 +0000 2018,25,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
25,@CBS,0.807,0.378,0.622,0.0,Mon Mar 26 16:05:18 +0000 2018,26,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
26,@CBS,0.0,0.0,1.0,0.0,Sun Mar 25 23:57:34 +0000 2018,27,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
27,@CBS,0.5319,0.157,0.78,0.062,Sun Mar 25 17:15:25 +0000 2018,28,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
28,@CBS,0.5399,0.199,0.801,0.0,Sat Mar 24 22:46:53 +0000 2018,29,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
29,@CBS,-0.34,0.115,0.7,0.185,Sat Mar 24 22:46:43 +0000 2018,30,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
30,@CBS,0.7003,0.209,0.791,0.0,Sat Mar 24 22:25:03 +0000 2018,31,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
31,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:37 +0000 2018,32,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
32,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:34 +0000 2018,33,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
33,@CBS,0.7184,0.333,0.667,0.0,Sat Mar 24 22:21:26 +0000 2018,34,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
34,@CBS,0.9451,0.42,0.58,0.0,Sat Mar 24 22:21:23 +0000 2018,35,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
35,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 20:00:02 +0000 2018,36,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
36,@CBS,0.6996,0.194,0.806,0.0,Fri Mar 23 22:33:52 +0000 2018,37,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
37,@CBS,0.4939,0.314,0.686,0.0,Fri Mar 23 22:33:04 +0000 2018,38,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
38,@CBS,0.8997,0.355,0.645,0.0,Fri Mar 23 22:32:48 +0000 2018,39,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
39,@CBS,0.0,0.0,1.0,0.0,Thu Mar 22 22:10:29 +0000 2018,40,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
40,@CBS,0.3818,0.212,0.68,0.108,Tue Mar 27 21:00:01 +0000 2018,41,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
41,@CBS,0.296,0.099,0.901,0.0,Tue Mar 27 17:00:00 +0000 2018,42,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
42,@CBS,0.508,0.12,0.88,0.0,Mon Mar 26 22:14:25 +0000 2018,43,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
43,@CBS,0.0,0.0,1.0,0.0,Mon Mar 26 20:42:48 +0000 2018,44,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
44,@CBS,0.7959,0.214,0.786,0.0,Mon Mar 26 16:59:19 +0000 2018,45,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
45,@CBS,0.807,0.378,0.622,0.0,Mon Mar 26 16:05:18 +0000 2018,46,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
46,@CBS,0.0,0.0,1.0,0.0,Sun Mar 25 23:57:34 +0000 2018,47,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
47,@CBS,0.5319,0.157,0.78,0.062,Sun Mar 25 17:15:25 +0000 2018,48,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
48,@CBS,0.5399,0.199,0.801,0.0,Sat Mar 24 22:46:53 +0000 2018,49,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
49,@CBS,-0.34,0.115,0.7,0.185,Sat Mar 24 22:46:43 +0000 2018,50,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
50,@CBS,0.7003,0.209,0.791,0.0,Sat Mar 24 22:25:03 +0000 2018,51,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
51,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:37 +0000 2018,52,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
52,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:34 +0000 2018,53,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
53,@CBS,0.7184,0.333,0.667,0.0,Sat Mar 24 22:21:26 +0000 2018,54,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
54,@CBS,0.9451,0.42,0.58,0.0,Sat Mar 24 22:21:23 +0000 2018,55,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
55,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 20:00:02 +0000 2018,56,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
56,@CBS,0.6996,0.194,0.806,0.0,Fri Mar 23 22:33:52 +0000 2018,57,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
57,@CBS,0.4939,0.314,0.686,0.0,Fri Mar 23 22:33:04 +0000 2018,58,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
58,@CBS,0.8997,0.355,0.645,0.0,Fri Mar 23 22:32:48 +0000 2018,59,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
59,@CBS,0.0,0.0,1.0,0.0,Thu Mar 22 22:10:29 +0000 2018,60,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
60,@CBS,0.3818,0.212,0.68,0.108,Tue Mar 27 21:00:01 +0000 2018,61,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
61,@CBS,0.296,0.099,0.901,0.0,Tue Mar 27 17:00:00 +0000 2018,62,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
62,@CBS,0.508,0.12,0.88,0.0,Mon Mar 26 22:14:25 +0000 2018,63,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
63,@CBS,0.0,0.0,1.0,0.0,Mon Mar 26 20:42:48 +0000 2018,64,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
64,@CBS,0.7959,0.214,0.786,0.0,Mon Mar 26 16:59:19 +0000 2018,65,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
65,@CBS,0.807,0.378,0.622,0.0,Mon Mar 26 16:05:18 +0000 2018,66,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
66,@CBS,0.0,0.0,1.0,0.0,Sun Mar 25 23:57:34 +0000 2018,67,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
67,@CBS,0.5319,0.157,0.78,0.062,Sun Mar 25 17:15:25 +0000 2018,68,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
68,@CBS,0.5399,0.199,0.801,0.0,Sat Mar 24 22:46:53 +0000 2018,69,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
69,@CBS,-0.34,0.115,0.7,0.185,Sat Mar 24 22:46:43 +0000 2018,70,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
70,@CBS,0.7003,0.209,0.791,0.0,Sat Mar 24 22:25:03 +0000 2018,71,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
71,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:37 +0000 2018,72,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
72,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:34 +0000 2018,73,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
73,@CBS,0.7184,0.333,0.667,0.0,Sat Mar 24 22:21:26 +0000 2018,74,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
74,@CBS,0.9451,0.42,0.58,0.0,Sat Mar 24 22:21:23 +0000 2018,75,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
75,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 20:00:02 +0000 2018,76,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
76,@CBS,0.6996,0.194,0.806,0.0,Fri Mar 23 22:33:52 +0000 2018,77,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
77,@CBS,0.4939,0.314,0.686,0.0,Fri Mar 23 22:33:04 +0000 2018,78,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
78,@CBS,0.8997,0.355,0.645,0.0,Fri Mar 23 22:32:48 +0000 2018,79,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
79,@CBS,0.0,0.0,1.0,0.0,Thu Mar 22 22:10:29 +0000 2018,80,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
80,@CBS,0.3818,0.212,0.68,0.108,Tue Mar 27 21:00:01 +0000 2018,81,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
81,@CBS,0.296,0.099,0.901,0.0,Tue Mar 27 17:00:00 +0000 2018,82,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
82,@CBS,0.508,0.12,0.88,0.0,Mon Mar 26 22:14:25 +0000 2018,83,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
83,@CBS,0.0,0.0,1.0,0.0,Mon Mar 26 20:42:48 +0000 2018,84,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
84,@CBS,0.7959,0.214,0.786,0.0,Mon Mar 26 16:59:19 +0000 2018,85,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
85,@CBS,0.807,0.378,0.622,0.0,Mon Mar 26 16:05:18 +0000 2018,86,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
86,@CBS,0.0,0.0,1.0,0.0,Sun Mar 25 23:57:34 +0000 2018,87,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
87,@CBS,0.5319,0.157,0.78,0.062,Sun Mar 25 17:15:25 +0000 2018,88,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
88,@CBS,0.5399,0.199,0.801,0.0,Sat Mar 24 22:46:53 +0000 2018,89,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
89,@CBS,-0.34,0.115,0.7,0.185,Sat Mar 24 22:46:43 +0000 2018,90,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
90,@CBS,0.7003,0.209,0.791,0.0,Sat Mar 24 22:25:03 +0000 2018,91,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
91,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:37 +0000 2018,92,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
92,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:34 +0000 2018,93,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
93,@CBS,0.7184,0.333,0.667,0.0,Sat Mar 24 22:21:26 +0000 2018,94,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
94,@CBS,0.9451,0.42,0.58,0.0,Sat Mar 24 22:21:23 +0000 2018,95,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
95,@CBS,0.0,0.0,1.0,0.0,Sat Mar 24 20:00:02 +0000 2018,96,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
96,@CBS,0.6996,0.194,0.806,0.0,Fri Mar 23 22:33:52 +0000 2018,97,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
97,@CBS,0.4939,0.314,0.686,0.0,Fri Mar 23 22:33:04 +0000 2018,98,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
98,@CBS,0.8997,0.355,0.645,0.0,Fri Mar 23 22:32:48 +0000 2018,99,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
99,@CBS,0.0,0.0,1.0,0.0,Thu Mar 22 22:10:29 +0000 2018,100,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
0,@CNN,0.2023,0.152,0.735,0.113,Thu Mar 29 11:39:38 +0000 2018,1,"Students, parents and friends of the Parkland shooting victims sorted through dozens of hand-written letters, poems… https://t.co/c291LnnlB1"
1,@CNN,-0.8126,0.0,0.669,0.331,Thu Mar 29 11:27:38 +0000 2018,2,A South African woman who hurled racist slurs at a black police officer has been sentenced to three years in prison  https://t.co/GKJhU0aCcI
2,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 11:03:17 +0000 2018,3,This is literally the quietest place on Earth https://t.co/8g7T0e9sSg https://t.co/MIrkgW2g6Y
3,@CNN,-0.3052,0.0,0.87,0.13,Thu Mar 29 10:54:00 +0000 2018,4,"Why Americans are so obsessed with the British royal family (besides the accents, obviously) https://t.co/apKejmFXSP https://t.co/S2SpEYT6fh"
4,@CNN,0.25,0.105,0.895,0.0,Thu Mar 29 10:52:07 +0000 2018,5,"The Democratic advantage on the generic congressional ballot has tightened to 6 percentage points, a new CNN poll c… https://t.co/mVmgSpFqpf"
5,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 10:46:01 +0000 2018,6,"SIDS -- long regarded as an unexplained phenomenon -- may have a genetic basis in some cases, a new study suggests… https://t.co/BYWperinTu"
6,@CNN,0.3384,0.112,0.888,0.0,Thu Mar 29 10:34:52 +0000 2018,7,This $200 billion solar power project in Saudi Arabia would generate far more energy than any existing solar project https://t.co/SIUG3TYcBE
7,@CNN,-0.4767,0.0,0.866,0.134,Thu Mar 29 10:23:42 +0000 2018,8,"There are visible, external signs that can indicate if something is wrong with your heart -- check your fingers, ea… https://t.co/JYQe40u1hp"
8,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 10:12:31 +0000 2018,9,Here's how to get the most for your money out of a plane ticket https://t.co/Q8FTiE47Xs https://t.co/6l2ypwiDTV
9,@CNN,-0.7461,0.0,0.654,0.346,Thu Mar 29 10:01:06 +0000 2018,10,There's not a 'snowflake's chance in hell' of repealing the Second Amendment | @CNNPolitics Analysis… https://t.co/jUoo3b3R2E
10,@CNN,0.3612,0.122,0.878,0.0,Thu Mar 29 09:50:17 +0000 2018,11,This is what life is like for would-be immigrants to the US from Mexico and Central America https://t.co/jfvm5dYRZc https://t.co/WuacEV8DrL
11,@CNN,-0.296,0.0,0.896,0.104,Thu Mar 29 09:42:02 +0000 2018,12,"The White House refused to answer if Trump was aware of a $130,000 payment made to porn star Stormy Daniels… https://t.co/hg3G7BrEBz"
12,@CNN,0.5994,0.281,0.719,0.0,Thu Mar 29 09:30:52 +0000 2018,13,There's more to do in the Caribbean than beautiful beaches https://t.co/Lgj893cMP5
13,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 09:20:10 +0000 2018,14,This teen inventor is developing 20-foot air filters to rid cities of pollution https://t.co/8C6Icp7NjP
14,@CNN,0.0772,0.115,0.783,0.101,Thu Mar 29 09:09:33 +0000 2018,15,"Learn from the Holocaust and stop the massacre in Syria, say Holocaust survivor @EvaMozesKor and human rights activ… https://t.co/7tZ4OLCfQj"
15,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:58:39 +0000 2018,16,Plastic bottles make up a third of the litter in our oceans https://t.co/bRAerh1o2w
16,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:48:13 +0000 2018,17,"Ireland, which has some of the strictest abortion laws in the developed world, will vote on whether abortion should… https://t.co/JXJ3vTlW2U"
17,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:37:38 +0000 2018,18,"A lanyard around her neck held an ID card from the International Organization for Migration.

""I am a refugee from… https://t.co/dNY589EbX0"
18,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:24:44 +0000 2018,19,"The far right's ""noxious populism"" has seeped into the highest halls of power in Germany | @CNNOpinion https://t.co/w6OYMyIAsk"
19,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:14:30 +0000 2018,20,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/i2Xjjj1QmY https://t.co/z00NIFgHiO
20,@CNN,0.2023,0.152,0.735,0.113,Thu Mar 29 11:39:38 +0000 2018,21,"Students, parents and friends of the Parkland shooting victims sorted through dozens of hand-written letters, poems… https://t.co/c291LnnlB1"
21,@CNN,-0.8126,0.0,0.669,0.331,Thu Mar 29 11:27:38 +0000 2018,22,A South African woman who hurled racist slurs at a black police officer has been sentenced to three years in prison  https://t.co/GKJhU0aCcI
22,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 11:03:17 +0000 2018,23,This is literally the quietest place on Earth https://t.co/8g7T0e9sSg https://t.co/MIrkgW2g6Y
23,@CNN,-0.3052,0.0,0.87,0.13,Thu Mar 29 10:54:00 +0000 2018,24,"Why Americans are so obsessed with the British royal family (besides the accents, obviously) https://t.co/apKejmFXSP https://t.co/S2SpEYT6fh"
24,@CNN,0.25,0.105,0.895,0.0,Thu Mar 29 10:52:07 +0000 2018,25,"The Democratic advantage on the generic congressional ballot has tightened to 6 percentage points, a new CNN poll c… https://t.co/mVmgSpFqpf"
25,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 10:46:01 +0000 2018,26,"SIDS -- long regarded as an unexplained phenomenon -- may have a genetic basis in some cases, a new study suggests… https://t.co/BYWperinTu"
26,@CNN,0.3384,0.112,0.888,0.0,Thu Mar 29 10:34:52 +0000 2018,27,This $200 billion solar power project in Saudi Arabia would generate far more energy than any existing solar project https://t.co/SIUG3TYcBE
27,@CNN,-0.4767,0.0,0.866,0.134,Thu Mar 29 10:23:42 +0000 2018,28,"There are visible, external signs that can indicate if something is wrong with your heart -- check your fingers, ea… https://t.co/JYQe40u1hp"
28,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 10:12:31 +0000 2018,29,Here's how to get the most for your money out of a plane ticket https://t.co/Q8FTiE47Xs https://t.co/6l2ypwiDTV
29,@CNN,-0.7461,0.0,0.654,0.346,Thu Mar 29 10:01:06 +0000 2018,30,There's not a 'snowflake's chance in hell' of repealing the Second Amendment | @CNNPolitics Analysis… https://t.co/jUoo3b3R2E
30,@CNN,0.3612,0.122,0.878,0.0,Thu Mar 29 09:50:17 +0000 2018,31,This is what life is like for would-be immigrants to the US from Mexico and Central America https://t.co/jfvm5dYRZc https://t.co/WuacEV8DrL
31,@CNN,-0.296,0.0,0.896,0.104,Thu Mar 29 09:42:02 +0000 2018,32,"The White House refused to answer if Trump was aware of a $130,000 payment made to porn star Stormy Daniels… https://t.co/hg3G7BrEBz"
32,@CNN,0.5994,0.281,0.719,0.0,Thu Mar 29 09:30:52 +0000 2018,33,There's more to do in the Caribbean than beautiful beaches https://t.co/Lgj893cMP5
33,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 09:20:10 +0000 2018,34,This teen inventor is developing 20-foot air filters to rid cities of pollution https://t.co/8C6Icp7NjP
34,@CNN,0.0772,0.115,0.783,0.101,Thu Mar 29 09:09:33 +0000 2018,35,"Learn from the Holocaust and stop the massacre in Syria, say Holocaust survivor @EvaMozesKor and human rights activ… https://t.co/7tZ4OLCfQj"
35,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:58:39 +0000 2018,36,Plastic bottles make up a third of the litter in our oceans https://t.co/bRAerh1o2w
36,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:48:13 +0000 2018,37,"Ireland, which has some of the strictest abortion laws in the developed world, will vote on whether abortion should… https://t.co/JXJ3vTlW2U"
37,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:37:38 +0000 2018,38,"A lanyard around her neck held an ID card from the International Organization for Migration.

""I am a refugee from… https://t.co/dNY589EbX0"
38,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:24:44 +0000 2018,39,"The far right's ""noxious populism"" has seeped into the highest halls of power in Germany | @CNNOpinion https://t.co/w6OYMyIAsk"
39,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 08:14:30 +0000 2018,40,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/i2Xjjj1QmY https://t.co/z00NIFgHiO
40,@CNN,0.2023,0.152,0.735,0.113,Thu Mar 29 11:39:38 +0000 2018,41,"Students, parents and friends of the Parkland shooting victims sorted through dozens of hand-written letters, poems… https://t.co/c291LnnlB1"
41,@CNN,-0.8126,0.0,0.669,0.331,Thu Mar 29 11:27:38 +0000 2018,42,A South African woman who hurled racist slurs at a black police officer has been sentenced to three years in prison  https://t.co/GKJhU0aCcI
42,@CNN,0.0,0.0,1.0,0.0,Thu Mar 29 11:03:17 +0000 2018,43,This is literally the quietest place on Earth https://t.co/8g7T0e9sSg https://t.co/MIrkgW2g6Y
43,@CNN,-0.3052,0.0,0.87,0.13,Thu Mar 29 10:54:00 +0000 2018,44,"Why Americans are so obsessed with the British royal family (besides the accents, obviously) https://t.co/apKejmFXSP https://t.co/S2SpEYT6fh"
44,@CNN,0.25,0.105,0.895,0.0,Thu Mar 29 10:52:07 +0000 2018,45,"The Democratic advantage on the generic congressional ballot has tightened to 6 percentage points, a new CNN poll c… https://t.co/mVmgSpFqpf"
